0 -34.51156504962267 -35.90927388978109
1 -24.502098998998022 -23.272745244086057
2 -33.23627861036818 -34.231628295653955
3 -59.39573829650118 -59.28571194612286
4 -64.4505977941102 -62.78376827049404
5 -34.84376155013095 -34.0382185706816
6 -31.863330763681592 -32.52076231256509
7 -53.03191112810255 -52.481608063196646
8 -51.613223173309976 -52.90659205605259
9 -8.84749439520691 -14.212355536076965
10 6.538278542833381 8.601396456569638
11 -10.28611335212391 -9.127239154710022
12 -34.85807029702802 -30.459395152417358
13 -74.450780622777 -75.61822263806953
14 -57.788803573764845 -56.823040532042434
15 -14.062462417159349 -20.058187066035405
16 -11.619593579743219 -11.212666630826796
17 -51.8788496822426 -57.47252030696981
18 -34.603506898381966 -32.09407392829985
19 -37.567949468100544 -38.561498090930804
20 -77.11481764157169 -79.0308358886163
21 -65.76646744957432 -62.10739862522285
22 -10.207444065691746 -5.535582184914195
23 21.22577483894748 20.300546022828772
24 -10.798092249447642 -14.809240936995154
25 -28.636240617492415 -33.996688791569696
26 -88.6399695736982 -84.0554728824987
27 -11.502488660873068 -13.665865107101068
28 37.932574679849864 40.707950521689696
29 19.913114011707624 17.50241674863834
30 -46.436489595010606 -37.94613453065759
31 -27.352750953521454 -32.57786049786943
32 -48.792369114997015 -49.39185428732018
33 35.443988624439626 34.61641767651355
34 17.57402146191812 22.715417803419573
35 1.0983823925202574 0.9200793232970719
36 4.2031909867258745 2.135051593214082
37 0.6281875146755874 3.310198369338243
38 1.3263685637051343 0.05677875226722239
39 1.0075624560813699 -0.17561597638438944
40 0.17622709013772056 1.7685059970370598
